zr,3.0
cj,3.0
wc,2.99
fe,2.98
si,2.98
kl,2.98
pu,2.97
sf,2.96
kt,2.96
mm,2.95
ot,2.95
id,2.94
el,2.94
tl,2.94
hn,2.94
et,2.93
na,2.93
kd,2.93
dr,2.92
ak,2.91
ns,2.91
dc,2.91
bq,2.91
tc,2.9
wu,2.9
sj,2.9
ua,2.89
cp,2.88
jd,2.88
ib,2.87
au,2.87
yi,2.87
ph,2.87
oc,2.86
dv,2.86
oq,2.86
oh,2.85
wl,2.85
bc,2.85
bt,2.85
xu,2.85
mb,2.85
gb,2.85
ne,2.84
lt,2.84
sa,2.84
st,2.82
sm,2.82
fc,2.82
wk,2.82
vd,2.82
rs,2.81
se,2.8
mo,2.8
sb,2.8
js,2.8
ku,2.8
pa,2.78
ug,2.78
nu,2.78
ca,2.78
xr,2.78
cq,2.78
ol,2.77
sk,2.76
ru,2.76
dq,2.75
hp,2.74
yd,2.74
wm,2.73
ec,2.72
hb,2.72
lb,2.72
zn,2.72
jh,2.72
wt,2.71
de,2.71
yt,2.71
df,2.71
bb,2.71
gf,2.71
di,2.7
en,2.69
me,2.69
wr,2.68
it,2.68
da,2.68
ip,2.68
io,2.68
ks,2.67
vv,2.67
tk,2.66
ad,2.66
ni,2.66
ay,2.65
us,2.65
fv,2.65
uc,2.64
ob,2.64
gr,2.64
tm,2.64
so,2.63
lm,2.62
kr,2.62
bx,2.62
rf,2.61
re,2.6
ul,2.59
es,2.59
ld,2.59
bi,2.58
ws,2.58
ro,2.57
ri,2.57
cu,2.57
rv,2.57
ym,2.57
lk,2.57
ut,2.56
we,2.55
nt,2.54
hr,2.53
is,2.52
yr,2.52
wf,2.52
sq,2.52
ig,2.51
xc,2.51
jr,2.51
gi,2.5
sw,2.5
zm,2.5
pr,2.49
go,2.49
fa,2.49
kp,2.49
on,2.48
ra,2.48
ge,2.48
co,2.48
hc,2.48
uh,2.47
aw,2.47
rk,2.46
yu,2.45
tr,2.45
ed,2.44
an,2.44
ea,2.44
vr,2.44
rp,2.44
jm,2.44
zd,2.43
lc,2.43
qa,2.43
fr,2.42
tu,2.42
va,2.42
lo,2.41
hv,2.41
be,2.4
as,2.39
my,2.39
le,2.39
ys,2.39
ya,2.38
ar,2.37
ht,2.37
rm,2.35
fi,2.35
tz,2.35
in,2.34
no,2.34
te,2.33
nv,2.32
pp,2.32
lw,2.32
ba,2.31
bl,2.3
dm,2.3
sp,2.29
ga,2.29
lv,2.29
hw,2.26
gz,2.25
tx,2.25
at,2.23
ih,2.22
ko,2.22
im,2.21
nc,2.21
al,2.21
su,2.21
ja,2.21
or,2.2
ma,2.2
kn,2.2
ub,2.2
ve,2.18
wh,2.18
bo,2.17
gv,2.17
gu,2.17
nw,2.17
lq,2.15
mx,2.15
fu,2.14
mu,2.14
br,2.14
zi,2.14
ek,2.14
du,2.13
lx,2.13
sh,2.12
yp,2.12
em,2.11
ur,2.1
aq,2.1
hm,2.09
by,2.08
lz,2.08
ly,2.07
ta,2.06
nk,2.06
pw,2.06
rq,2.06
ij,2.06
nd,2.04
li,2.04
um,2.04
ic,2.03
vi,2.03
rw,2.02
ti,2.01
am,2.01
lu,2.01
hu,2.01
dw,2.0
vx,2.0
uj,2.0
zb,2.0
sx,2.0
kb,2.0
pq,2.0
fx,2.0
mj,2.0
vk,2.0
jw,2.0
dx,2.0
tj,2.0
af,1.99
tw,1.99
uf,1.98
ov,1.97
ab,1.95
iq,1.95
ep,1.92
ef,1.9
ik,1.9
nx,1.9
er,1.89
oj,1.89
la,1.88
if,1.88
ap,1.88
ev,1.87
ng,1.86
ke,1.86
bu,1.83
ll,1.81
ka,1.81
ux,1.8
rj,1.8
iz,1.79
ok,1.78
ye,1.77
to,1.75
op,1.73
nf,1.72
hi,1.7
iv,1.7
fo,1.69
wi,1.69
ej,1.67
om,1.66
ew,1.65
wo,1.64
ox,1.63
yo,1.61
ax,1.61
ze,1.6
he,1.59
ou,1.56
ho,1.56
aj,1.56
yz,1.56
lf,1.55
up,1.5
nq,1.5
xp,1.48
ow,1.46
ix,1.44
xh,1.44
av,1.42
jo,1.4
gh,1.39
za,1.38
wa,1.36
ha,1.33
yb,1.29
ki,1.22
ch,1.22
kf,1.22
ck,1.19
th,1.16
ju,1.16
bj,1.15
mp,1.14
dj,1.14
ff,1.13
eq,1.13
of,1.12
ex,1.07
qu,1.01
nj,1.0
yw,1.0
lj,1.0
zj,1.0
zz,1.0
